,aantal_cilinders,emissiecode_omschrijving,jaar,cilinderinhoud
600,4.0,1.0,2014,2230.456043956044
601,4.0,1.0,2015,2076.193370165746
602,4.0,1.0,2016,2071.3403141361255
603,4.0,1.0,2017,2025.9384615384615
604,4.0,1.0,2018,2067.3705583756346
605,4.0,1.0,2019,2025.9848484848485
606,4.0,1.0,2020,1959.8634146341462
607,4.0,1.0,2021,1898.551867219917
608,4.0,1.0,2022,1848.9922480620155
609,4.0,1.0,2023,1782.8367346938776
610,4.0,2.0,1993,1797.0
611,4.0,2.0,1994,1512.4285714285713
612,4.0,2.0,1995,1823.625
613,4.0,2.0,1996,1587.9663865546217
614,4.0,2.0,1997,1593.176652814507
615,4.0,2.0,1998,1531.0957100591716
616,4.0,2.0,1999,1499.8895544739798
617,4.0,2.0,2000,1511.8421160549517
618,4.0,2.0,2001,1612.6095505617977
619,4.0,2.0,2002,1774.8319218241043
620,4.0,2.0,2003,1754.1846846846847
621,4.0,2.0,2004,1738.9825620389001
622,4.0,2.0,2005,1775.019152640743
623,4.0,2.0,2006,1757.5304606240713
624,4.0,2.0,2007,1790.305641936917
625,4.0,2.0,2008,1796.4044198895028
626,4.0,2.0,2009,1847.3500619578685
627,4.0,2.0,2010,1854.2801302931596
628,4.0,2.0,2011,1927.1811023622047
629,4.0,2.0,2012,1929.1804511278197
630,4.0,2.0,2013,1924.1575562700964
631,4.0,2.0,2014,1851.4479889042996
632,4.0,2.0,2015,1839.0720390720392
633,4.0,2.0,2016,1882.1048387096773
634,4.0,2.0,2017,1913.1648793565685
635,4.0,2.0,2018,1887.7444751381215
636,4.0,2.0,2019,1887.9251700680272
637,4.0,2.0,2020,1884.608695652174
638,4.0,2.0,2021,1856.564053537285
639,4.0,2.0,2022,1873.9274376417234
640,4.0,2.0,2023,1843.3440860215053
641,4.0,4.0,1989,2495.0
642,4.0,4.0,1991,1781.0
643,4.0,4.0,1999,1873.3181818181818
644,4.0,4.0,2000,1471.2735074019847
645,4.0,4.0,2001,1505.0194876033058
646,4.0,4.0,2002,1506.2168354640544
647,4.0,4.0,2003,1551.0554259183525
648,4.0,4.0,2004,1533.6533747139408
649,4.0,4.0,2005,1503.2616510481405
650,4.0,4.0,2006,1573.5000934288385
651,4.0,4.0,2007,1710.2889485158478
652,4.0,4.0,2008,1821.1678492239469
653,4.0,4.0,2009,1804.6404286008653
654,4.0,4.0,2010,1770.2952434039391
655,4.0,4.0,2011,1782.2151898734178
656,4.0,4.0,2012,1795.7022471910113
657,4.0,4.0,2013,1735.9772431729518
658,4.0,4.0,2014,1641.8594116115594
659,4.0,4.0,2015,1653.816027689031
660,4.0,4.0,2016,1747.7965494791667
661,4.0,4.0,2017,1824.2394314868804
662,4.0,4.0,2018,1884.3520668834185
663,4.0,4.0,2019,1876.1203751954142
664,4.0,4.0,2020,1784.879421221865
665,4.0,4.0,2021,1825.162147505423
666,4.0,4.0,2022,1899.3233532934132
667,4.0,4.0,2023,1840.04
668,4.0,4.0,1999,1984.0
669,4.0,4.0,2000,1458.9773897751538
670,4.0,4.0,2001,1483.6085999072786
671,4.0,4.0,2002,1503.178788227746
672,4.0,4.0,2003,1513.2777265155964
673,4.0,4.0,2004,1535.4833069417712
674,4.0,4.0,2005,1580.393519036954
675,4.0,4.0,2006,1566.8993493795997
676,4.0,4.0,2007,1574.391158297177
677,4.0,4.0,2008,1547.136717239165
678,4.0,4.0,2009,1535.7006955136715
679,4.0,4.0,2010,1480.2068028681028
680,4.0,4.0,2011,1696.9050626988583
681,4.0,4.0,2012,1739.4704676728154
682,4.0,4.0,2013,1636.8281529363223
683,4.0,4.0,2014,1581.3345327336333
684,4.0,4.0,2015,1564.0815889436676
685,4.0,4.0,2016,1547.2972119936876
686,4.0,4.0,2017,1551.9459487606748
687,4.0,4.0,2018,1572.403950033761
688,4.0,4.0,2019,1586.772312835579
689,4.0,4.0,2020,1595.3419411177645
690,4.0,4.0,2021,1621.1002896207988
691,4.0,4.0,2022,1648.6212137544464
692,4.0,4.0,2023,1645.3541430192963
693,4.0,5.0,2000,1834.0
694,4.0,5.0,2002,1197.0
695,4.0,5.0,2004,2290.0
696,4.0,5.0,2006,2148.0
697,4.0,5.0,2007,2092.0
698,4.0,5.0,2008,1783.992998833139
699,4.0,5.0,2009,1580.894280762565
700,4.0,5.0,2010,1514.1904513554268
701,4.0,5.0,2011,1453.5660746910853
702,4.0,5.0,2012,1481.8056187338364
703,4.0,5.0,2013,1533.4032341456448
704,4.0,5.0,2014,1525.61262574371
705,4.0,5.0,2015,1527.639707423629
706,4.0,5.0,2016,1585.7525008267196
707,4.0,5.0,2017,1591.915599511407
708,4.0,5.0,2018,1579.3175570941407
709,4.0,5.0,2019,1556.7626797458477
710,4.0,5.0,2020,1537.3217888210254
711,4.0,5.0,2021,1548.8597812485516
712,4.0,5.0,2022,1568.4461400694004
713,4.0,5.0,2023,1545.2255813953489
714,4.0,6.0,1969,1108.0
715,4.0,6.0,1979,1962.0
716,4.0,6.0,2007,2148.0
717,4.0,6.0,2010,1968.0
718,4.0,6.0,2011,2018.0
719,4.0,6.0,2012,1629.5325865580448
720,4.0,6.0,2013,1656.6596782302665
721,4.0,6.0,2014,1636.3232904467632
722,4.0,6.0,2015,1595.1360394333574
723,4.0,6.0,2016,1571.469306083893
724,4.0,6.0,2017,1585.1358854591863
725,4.0,6.0,2018,1615.841500260462
726,4.0,6.0,2019,1634.6058352763248
727,4.0,6.0,2020,1661.915441271616
728,4.0,6.0,2021,1692.0596760708695
729,4.0,6.0,2022,1697.0395859457599
730,4.0,6.0,2023,1702.3101211444282
731,4.0,7.0,2004,1497.0
732,4.0,7.0,2005,1497.0
733,4.0,7.0,2006,1497.0
734,4.0,7.0,2008,1497.0
735,4.0,7.0,2009,1391.6666666666667
736,4.0,7.0,2011,1798.0
737,4.0,7.0,2012,1798.0
738,4.0,7.0,2013,1938.857142857143
739,4.0,7.0,2014,1788.5
740,4.0,7.0,2015,1719.0824759751272
741,4.0,7.0,2016,1708.0779200819672
742,4.0,7.0,2017,1684.0221030747346
743,4.0,7.0,2018,1728.0942870413376
744,4.0,7.0,2019,1843.979608453995
745,4.0,7.0,2020,1712.7689873417721
746,5.0,0.0,1967,2319.0
747,5.0,0.0,1969,2799.5
748,5.0,0.0,1971,2833.3333333333335
749,5.0,0.0,1972,2747.5
750,5.0,0.0,1973,2797.0
751,5.0,0.0,1974,2999.285714285714
752,5.0,0.0,1975,3005.0
753,5.0,0.0,1976,2286.0
754,5.0,0.0,1977,2851.181818181818
755,5.0,0.0,1978,2830.2727272727275
756,5.0,0.0,1979,2807.0
757,5.0,0.0,1980,2896.5833333333335
758,5.0,0.0,1981,2679.75
759,5.0,0.0,1982,2766.875
760,5.0,0.0,1983,2400.086956521739
761,5.0,0.0,1984,2424.5757575757575
762,5.0,0.0,1985,2279.9758064516127
763,5.0,0.0,1986,2288.5380116959063
764,5.0,0.0,1987,2340.6992481203006
765,5.0,0.0,1988,2367.4245283018868
766,5.0,0.0,1989,2360.2719298245615
767,5.0,0.0,1990,2340.622950819672
768,5.0,0.0,1991,2380.632258064516
769,5.0,0.0,1992,2383.2123552123553
770,5.0,0.0,1993,2225.4285714285716
771,5.0,0.0,1994,2241.603773584906
772,5.0,0.0,1995,2297.3650793650795
773,5.0,0.0,1996,2379.521126760563
774,5.0,0.0,1997,2346.837837837838
775,5.0,0.0,1998,2384.813186813187
776,5.0,0.0,1999,2358.8655462184875
777,5.0,0.0,2000,2392.3522727272725
778,5.0,0.0,2001,2395.866666666667
779,5.0,0.0,2002,2372.475
780,5.0,0.0,2003,2433.846153846154
781,5.0,0.0,2004,2615.6721311475408
782,5.0,0.0,2005,2839.809090909091
783,5.0,0.0,2006,2761.1739130434785
784,5.0,0.0,2007,2778.28384279476
785,5.0,0.0,2008,2647.683035714286
786,5.0,0.0,2009,2600.1875
787,5.0,0.0,2010,2622.990291262136
788,5.0,0.0,2011,2577.1659292035397
789,5.0,0.0,2012,2562.1003344481605
790,5.0,0.0,2013,2544.7319587628867
791,5.0,0.0,2014,2520.288888888889
792,5.0,0.0,2015,2416.0714285714284
793,5.0,0.0,2016,2556.5
794,5.0,0.0,2017,2845.4883720930234
795,5.0,0.0,2018,2612.4848484848485
796,5.0,0.0,2019,2844.8285714285716
797,5.0,0.0,2020,2731.818181818182
798,5.0,0.0,2021,2693.597222222222
799,5.0,0.0,2022,2669.9886363636365
800,5.0,0.0,2023,2770.3333333333335
801,5.0,1.0,1992,2398.2608695652175
802,5.0,1.0,1993,2401.0072202166066
803,5.0,1.0,1994,2392.5760456273765
804,5.0,1.0,1995,2349.134020618557
805,5.0,1.0,1996,2373.6875
806,5.0,1.0,1997,2393.6666666666665
807,5.0,1.0,1998,2348.767441860465
808,5.0,1.0,1999,2365.8
809,5.0,1.0,2000,2319.364864864865
810,5.0,1.0,2001,2337.858974358974
811,5.0,1.0,2002,2327.134328358209
812,5.0,1.0,2003,2283.741176470588
813,5.0,1.0,2004,2277.980198019802
814,5.0,1.0,2005,2292.5285714285715
815,5.0,1.0,2006,2259.3829787234044
816,5.0,1.0,2007,2306.5393258426966
817,5.0,1.0,2008,2334.294117647059
818,5.0,1.0,2009,2361.176470588235
819,5.0,1.0,2010,2346.578431372549
820,5.0,1.0,2011,2370.361904761905
821,5.0,1.0,2012,2395.0882352941176
822,5.0,1.0,2013,2393.1639344262294
823,5.0,1.0,2014,2385.7301587301586
824,5.0,1.0,2015,2401.3023255813955
825,5.0,1.0,2016,2369.225
826,5.0,1.0,2017,2384.2368421052633
827,5.0,1.0,2018,2376.051282051282
828,5.0,1.0,2019,2382.0
829,5.0,1.0,2020,2355.575
830,5.0,1.0,2021,2417.1
831,5.0,1.0,2022,2463.4117647058824
832,5.0,1.0,2023,2605.4444444444443
833,5.0,2.0,1995,2370.0
834,5.0,2.0,1996,2388.7821276595746
835,5.0,2.0,1997,2416.1290944123316
836,5.0,2.0,1998,2421.916850950907
837,5.0,2.0,1999,2422.2937241159607
838,5.0,2.0,2000,2379.880583409298
839,5.0,2.0,2001,2462.257053291536
840,5.0,2.0,2002,2453.0697674418607
841,5.0,2.0,2003,2395.299212598425
842,5.0,2.0,2004,2396.1485714285714
843,5.0,2.0,2005,2390.2555555555555
844,5.0,2.0,2006,2394.234146341463
845,5.0,2.0,2007,2399.7806691449814
846,5.0,2.0,2008,2398.1176470588234
847,5.0,2.0,2009,2432.5555555555557
848,5.0,2.0,2010,2462.4072398190046
849,5.0,2.0,2011,2464.19375
850,5.0,2.0,2012,2446.8963414634145
851,5.0,2.0,2013,2462.6145833333335
852,5.0,2.0,2014,2439.295918367347
853,5.0,2.0,2015,2444.2440476190477
854,5.0,2.0,2016,2439.548387096774
855,5.0,2.0,2017,2430.879781420765
856,5.0,2.0,2018,2424.8355263157896
857,5.0,2.0,2019,2412.944
858,5.0,2.0,2020,2390.1530612244896
859,5.0,2.0,2021,2449.246753246753
860,5.0,2.0,2022,2444.5789473684213
861,5.0,2.0,2023,2507.9
862,5.0,4.0,1999,2435.0
863,5.0,4.0,2000,2430.3573751108484
864,5.0,4.0,2001,2431.831980818886
865,5.0,4.0,2002,2442.3850777934936
866,5.0,4.0,2003,2458.002578648788
867,5.0,4.0,2004,2433.4139194139193
868,5.0,4.0,2005,2440.9759839893263
869,5.0,4.0,2006,2455.666978484565
870,5.0,4.0,2007,2425.326241134752
871,5.0,4.0,2008,2434.2496878901375
872,5.0,4.0,2009,2430.8693693693695
873,5.0,4.0,2010,2441.4561717352417
874,5.0,4.0,2011,2432.805491990847
875,5.0,4.0,2012,2444.27972027972
876,5.0,4.0,2013,2456.1033333333335
877,5.0,4.0,2014,2475.8745980707395
878,5.0,4.0,2015,2446.5146341463415
879,5.0,4.0,2016,2444.1350364963505
880,5.0,4.0,2017,2441.64263322884
881,5.0,4.0,2018,2442.0637037037036
882,5.0,4.0,2019,2439.8642201834864
883,5.0,4.0,2020,2431.5825242718447
884,5.0,4.0,2021,2448.4323308270677
885,5.0,4.0,2022,2474.2017543859647
886,5.0,4.0,2023,2381.2571428571428
887,5.0,4.0,2000,2324.0
888,5.0,4.0,2001,2325.03007518797
889,5.0,4.0,2002,2417.5521023765996
890,5.0,4.0,2003,2445.358516866462
891,5.0,4.0,2004,2455.1080236193125
892,5.0,4.0,2005,2447.519674580774
893,5.0,4.0,2006,2432.5691542288555
894,5.0,4.0,2007,2440.421723300971
895,5.0,4.0,2008,2456.8997647058823
896,5.0,4.0,2009,2442.5197640117995
897,5.0,4.0,2010,2440.0280401416767
898,5.0,4.0,2011,2449.9880715705767
899,5.0,4.0,2012,2443.771954674221
900,5.0,4.0,2013,2448.5007072135786
901,5.0,4.0,2014,2449.102523659306
902,5.0,4.0,2015,2451.7622549019607
903,5.0,4.0,2016,2448.4
904,5.0,4.0,2017,2451.5392156862745
905,5.0,4.0,2018,2469.0089619118744
906,5.0,4.0,2019,2484.667839549613
907,5.0,4.0,2020,2484.4
908,5.0,4.0,2021,2492.6979919678715
909,5.0,4.0,2022,2483.0803474484255
910,5.0,4.0,2023,2494.0523255813955
911,5.0,5.0,2008,2461.0
912,5.0,5.0,2009,2465.7125
913,5.0,5.0,2010,2218.158851674641
914,5.0,5.0,2011,2148.2012731130644
915,5.0,5.0,2012,2121.599829351536
916,5.0,5.0,2013,2286.9280164896145
917,5.0,5.0,2014,2327.6114249843063
918,5.0,5.0,2015,2263.978349120433
919,5.0,5.0,2016,2160.2081043956046
920,5.0,5.0,2017,2144.7626062322947
921,5.0,5.0,2018,2146.4062078272605
922,5.0,5.0,2019,2178.341346153846
923,5.0,5.0,2020,2251.6716791979948
924,5.0,5.0,2021,2316.7008797653957
925,5.0,5.0,2022,2341.634259259259
926,5.0,5.0,2023,2337.3658536585367
927,5.0,6.0,2011,2461.0
928,5.0,6.0,2014,2400.0
929,5.0,6.0,2015,2401.231519507187
930,5.0,6.0,2016,2403.9015748031497
931,5.0,6.0,2017,2411.462085308057
932,5.0,6.0,2018,2419.0845771144277
933,5.0,6.0,2019,2437.3269961977185
934,5.0,6.0,2020,2443.0921501706484
935,5.0,6.0,2021,2455.371900826446
936,5.0,6.0,2022,2465.74931880109
937,5.0,6.0,2023,2478.348484848485
938,5.0,7.0,2018,2400.0
939,6.0,0.0,1951,3550.0
940,6.0,0.0,1952,5379.6
941,6.0,0.0,1953,2363.4285714285716
942,6.0,0.0,1954,3061.0
943,6.0,0.0,1955,3158.0
944,6.0,0.0,1956,3353.4347826086955
945,6.0,0.0,1957,2918.285714285714
946,6.0,0.0,1958,2617.75
947,6.0,0.0,1959,2978.0
948,6.0,0.0,1960,3067.75
949,6.0,0.0,1961,3238.5
950,6.0,0.0,1962,3071.0
951,6.0,0.0,1963,2757.5
952,6.0,0.0,1964,3144.4545454545455
953,6.0,0.0,1965,3090.75
954,6.0,0.0,1966,2836.1428571428573
955,6.0,0.0,1967,2794.4666666666667
956,6.0,0.0,1968,2660.1739130434785
957,6.0,0.0,1969,2733.409090909091
958,6.0,0.0,1970,2752.36
959,6.0,0.0,1971,2678.2272727272725
960,6.0,0.0,1972,2757.8518518518517
961,6.0,0.0,1973,2965.214285714286
962,6.0,0.0,1974,3049.1428571428573
963,6.0,0.0,1975,2900.6326530612246
964,6.0,0.0,1976,3058.0
965,6.0,0.0,1977,3266.3424657534247
966,6.0,0.0,1978,3146.445945945946
967,6.0,0.0,1979,3173.2738095238096
968,6.0,0.0,1980,3929.1315789473683
969,6.0,0.0,1981,3721.2988505747126
970,6.0,0.0,1982,3342.4691358024693
971,6.0,0.0,1983,3270.1674641148325
972,6.0,0.0,1984,2962.698675496689
973,6.0,0.0,1985,2974.516
974,6.0,0.0,1986,2789.9683840749412
975,6.0,0.0,1987,2772.450323974082
976,6.0,0.0,1988,2755.1803680981593
977,6.0,0.0,1989,2757.027918781726
978,6.0,0.0,1990,2829.445945945946
979,6.0,0.0,1991,2915.9100623330364
980,6.0,0.0,1992,2954.7186761229314
981,6.0,0.0,1993,2990.662870159453
982,6.0,0.0,1994,2899.21236133122
983,6.0,0.0,1995,2871.8089552238807
984,6.0,0.0,1996,2907.403947368421
985,6.0,0.0,1997,2980.32729468599
986,6.0,0.0,1998,3014.7531206657422
987,6.0,0.0,1999,2988.8893528183717
988,6.0,0.0,2000,3012.8265582655827
989,6.0,0.0,2001,3046.732673267327
990,6.0,0.0,2002,2999.7519083969464
991,6.0,0.0,2003,2937.228855721393
992,6.0,0.0,2004,3011.4444444444443
993,6.0,0.0,2005,2931.59726443769
994,6.0,0.0,2006,2978.7248858447488
995,6.0,0.0,2007,2992.426817752597
996,6.0,0.0,2008,2957.7299212598427
997,6.0,0.0,2009,2886.208832335329
998,6.0,0.0,2010,2932.1840148698884
999,6.0,0.0,2011,2951.932617769827
1000,6.0,0.0,2012,2977.135356849877
1001,6.0,0.0,2013,3031.0789889415482
1002,6.0,0.0,2014,2998.243761996161
1003,6.0,0.0,2015,3070.8582375478927
1004,6.0,0.0,2016,3057.273631840796
1005,6.0,0.0,2017,3098.573152337858
1006,6.0,0.0,2018,3107.6643835616437
1007,6.0,0.0,2019,3147.747225647349
1008,6.0,0.0,2020,3042.0026490066225
1009,6.0,0.0,2021,3053.3553971486763
1010,6.0,0.0,2022,3075.948577680525
1011,6.0,0.0,2023,2983.139037433155
1012,6.0,1.0,1992,2925.1175213675215
1013,6.0,1.0,1993,2880.7624190064794
1014,6.0,1.0,1994,2874.010743801653
1015,6.0,1.0,1995,2908.506511309116
1016,6.0,1.0,1996,3162.237288135593
1017,6.0,1.0,1997,3049.0089285714284
1018,6.0,1.0,1998,3051.319018404908
1019,6.0,1.0,1999,2970.9756097560976
1020,6.0,1.0,2000,2864.484375
1021,6.0,1.0,2001,2887.0750670241287
1022,6.0,1.0,2002,2926.0457746478874
1023,6.0,1.0,2003,2983.6239316239316
1024,6.0,1.0,2004,3043.157894736842
1025,6.0,1.0,2005,3049.557046979866
1026,6.0,1.0,2006,3008.3464566929133
1027,6.0,1.0,2007,3023.6067415730336
1028,6.0,1.0,2008,3056.6142131979695
1029,6.0,1.0,2009,3042.0
1030,6.0,1.0,2010,3053.2396313364056
1031,6.0,1.0,2011,3072.3072916666665
1032,6.0,1.0,2012,2979.5546875
1033,6.0,1.0,2013,3034.6588235294116
1034,6.0,1.0,2014,3054.3516483516482
1035,6.0,1.0,2015,3141.936936936937
1036,6.0,1.0,2016,3113.02752293578
1037,6.0,1.0,2017,3215.8703703703704
1038,6.0,1.0,2018,3226.655172413793
1039,6.0,1.0,2019,3316.709401709402
1040,6.0,1.0,2020,3278.457142857143
1041,6.0,1.0,2021,3037.7413793103447
1042,6.0,1.0,2022,3110.470588235294
1043,6.0,1.0,2023,3327.6666666666665
1044,6.0,2.0,1994,2494.0
1045,6.0,2.0,1995,2609.625
1046,6.0,2.0,1996,2932.314585319352
1047,6.0,2.0,1997,2920.1069587628867
1048,6.0,2.0,1998,2758.267039674466
1049,6.0,2.0,1999,2728.590689821515
1050,6.0,2.0,2000,2909.051043053706
1051,6.0,2.0,2001,3001.9293333333335
1052,6.0,2.0,2002,2923.220113851992
1053,6.0,2.0,2003,2928.3992673992675
1054,6.0,2.0,2004,2896.036809815951
1055,6.0,2.0,2005,2897.7528957528957
1056,6.0,2.0,2006,2942.639431616341
1057,6.0,2.0,2007,2937.9812138728325
1058,6.0,2.0,2008,2887.3498349834986
1059,6.0,2.0,2009,2888.271186440678
1060,6.0,2.0,2010,2875.6174496644294
1061,6.0,2.0,2011,2923.258160237389
1062,6.0,2.0,2012,2885.125
1063,6.0,2.0,2013,2911.6511627906975
1064,6.0,2.0,2014,2881.8356164383563
1065,6.0,2.0,2015,2911.565789473684
1066,6.0,2.0,2016,2979.277777777778
1067,6.0,2.0,2017,2975.544794188862
1068,6.0,2.0,2018,2994.875930521092
1069,6.0,2.0,2019,3013.9579831932774
1070,6.0,2.0,2020,2970.8727272727274
1071,6.0,2.0,2021,3114.452961672474
1072,6.0,2.0,2022,3019.780082987552
1073,6.0,2.0,2023,2764.340909090909
1074,6.0,4.0,1999,2583.0
1075,6.0,4.0,2000,2583.475679542203
1076,6.0,4.0,2001,2756.839924670433
1077,6.0,4.0,2002,2852.8215552523875
1078,6.0,4.0,2003,2958.260647870426
1079,6.0,4.0,2004,2989.06717512467
1080,6.0,4.0,2005,3054.9158286778397
1081,6.0,4.0,2006,3077.0473263675476
1082,6.0,4.0,2007,3018.0322019147084
1083,6.0,4.0,2008,3001.2132132132133
1084,6.0,4.0,2009,2965.652688172043
1085,6.0,4.0,2010,2928.2451456310678
1086,6.0,4.0,2011,2942.2894280762566
1087,6.0,4.0,2012,2965.3815165876777
1088,6.0,4.0,2013,2915.7366771159873
1089,6.0,4.0,2014,2945.05604719764
1090,6.0,4.0,2015,2928.2028688524592
1091,6.0,4.0,2016,2928.283950617284
1092,6.0,4.0,2017,2938.079120879121
1093,6.0,4.0,2018,2980.299369747899
1094,6.0,4.0,2019,3020.7647679324896
1095,6.0,4.0,2020,2969.811697574893
1096,6.0,4.0,2021,2978.399375975039
1097,6.0,4.0,2022,3081.570552147239
1098,6.0,4.0,2023,3002.106796116505
1099,6.0,4.0,1996,2792.0
1100,6.0,4.0,2000,2625.470588235294
1101,6.0,4.0,2001,2717.8563535911603
1102,6.0,4.0,2002,2665.9572039942936
1103,6.0,4.0,2003,2737.9906256368454
1104,6.0,4.0,2004,2756.905173820793
1105,6.0,4.0,2005,2846.216748194736
1106,6.0,4.0,2006,2910.5938648209863
1107,6.0,4.0,2007,2993.0582622187744
1108,6.0,4.0,2008,3040.60736196319
1109,6.0,4.0,2009,3060.8536442293594
1110,6.0,4.0,2010,3078.71198568873
1111,6.0,4.0,2011,3063.9104777197913
1112,6.0,4.0,2012,3063.565796779567
1113,6.0,4.0,2013,3066.770819883796
1114,6.0,4.0,2014,3047.227972027972
1115,6.0,4.0,2015,3008.8635187580853
1116,6.0,4.0,2016,2979.99831555306
1117,6.0,4.0,2017,2986.94964028777
1118,6.0,4.0,2018,2989.555647496897
1119,6.0,4.0,2019,2978.707106399686
1120,6.0,4.0,2020,2993.8841201716737
1121,6.0,4.0,2021,3023.176853526221
1122,6.0,4.0,2022,3077.120386643234
1123,6.0,4.0,2023,3045.458904109589
